Nome: BRASILIA
Codigo Estacao: A001
Latitude: -15.78944444
Longitude: -47.92583332
Altitude: 1160.96
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2023-03-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);
2021-11-01;0100;-3.168;
2021-11-01;0200;-3.215;
2021-11-01;0300;-3.477;
2021-11-01;0400;-3.082;
2021-11-01;0500;-3.526;
2021-11-01;0600;-3.536;
2021-11-01;0700;-3.54;
2021-11-01;0800;-3.538;
2021-11-01;0900;2.962;
2021-11-01;1000;149.335;
2021-11-01;1100;364.212;
2021-11-01;1200;975.13;
2021-11-01;1300;1568.349;
2021-11-01;1400;1968.614;
2021-11-01;1500;2292.333;
2021-11-01;1600;2180.819;
2021-11-01;1700;3549.814;
2021-11-01;1800;3123.924;
2021-11-01;1900;2102.677;
2021-11-01;2000;811.997;
2021-11-01;2100;301.782;
2021-11-01;2200;11.6;
2021-11-01;2300;-3.54;
2021-11-02;0000;-3.365;
2021-11-02;0100;-3.373;
2021-11-02;0200;-2.959;
2021-11-02;0300;-2.717;
2021-11-02;0400;-3.54;
2021-11-02;0500;-3.54;
2021-11-02;0600;-3.54;
2021-11-02;0700;-3.54;
2021-11-02;0800;-3.193;
2021-11-02;0900;7.993;
2021-11-02;1000;182.184;
2021-11-02;1100;709.488;
2021-11-02;1200;1126.983;
2021-11-02;1300;1507.867;
2021-11-02;1400;1457.249;
2021-11-02;1500;2361.872;
2021-11-02;1600;2676.305;
2021-11-02;1700;2699.845;
2021-11-02;1800;2282.902;
2021-11-02;1900;1496.366;
2021-11-02;2000;427.119;
2021-11-02;2100;118.46;
2021-11-02;2200;7.649;
2021-11-02;2300;-3.54;
2021-11-03;0000;-3.54;
2021-11-03;0100;-3.536;
2021-11-03;0200;-3.447;
2021-11-03;0300;-3.518;
2021-11-03;0400;-3.488;
2021-11-03;0500;-3.538;
2021-11-03;0600;-3.526;
2021-11-03;0700;-3.538;
2021-11-03;0800;-3.256;
2021-11-03;0900;17.704;
2021-11-03;1000;258.361;
2021-11-03;1100;792.894;
2021-11-03;1200;639.668;
2021-11-03;1300;1451.725;
2021-11-03;1400;2920.415;
2021-11-03;1500;2460.613;
2021-11-03;1600;2942.219;
2021-11-03;1700;2318.408;
2021-11-03;1800;2501.912;
2021-11-03;1900;1868.034;
2021-11-03;2000;829.393;
2021-11-03;2100;342.453;
2021-11-03;2200;10.677;
2021-11-03;2300;-3.54;
2021-11-04;0000;-3.538;
2021-11-04;0100;-3.467;
2021-11-04;0200;-3.54;
2021-11-04;0300;-3.54;
2021-11-04;0400;-3.352;
2021-11-04;0500;-3.241;
2021-11-04;0600;-2.86;
2021-11-04;0700;-3.422;
2021-11-04;0800;-3.449;
2021-11-04;0900;24.88;
2021-11-04;1000;361.96;
2021-11-04;1100;758.004;
2021-11-04;1200;1222.464;
2021-11-04;1300;1154.851;
2021-11-04;1400;2145.863;
2021-11-04;1500;1797.511;
2021-11-04;1600;1614.792;
2021-11-04;1700;529.286;
2021-11-04;1800;1060.511;
2021-11-04;1900;920.549;
2021-11-04;2000;728.922;
2021-11-04;2100;246.416;
2021-11-04;2200;6.192;
2021-11-04;2300;-3.54;
2021-11-05;0000;-3.35;
2021-11-05;0100;-3.12;
2021-11-05;0200;-3.136;
2021-11-05;0300;-2.764;
2021-11-05;0400;-3.253;
2021-11-05;0500;-2.352;
2021-11-05;0600;-3.225;
2021-11-05;0700;-2.28;
2021-11-05;0800;-2.003;
2021-11-05;0900;5.429;
2021-11-05;1000;83.841;
2021-11-05;1100;847.925;
2021-11-05;1200;2060.95;
2021-11-05;1300;1676.084;
2021-11-05;1400;417.229;
2021-11-05;1500;782.199;
2021-11-05;1600;495.948;
2021-11-05;1700;1549.277;
2021-11-05;1800;1162.495;
2021-11-05;1900;220.332;
2021-11-05;2000;554.861;
2021-11-05;2100;131.123;
2021-11-05;2200;10.392;
2021-11-05;2300;-3.526;
2021-11-06;0000;-3.494;
2021-11-06;0100;-3.278;
2021-11-06;0200;-3.067;
2021-11-06;0300;-1.387;
2021-11-06;0400;-2.84;
2021-11-06;0500;-2.763;
2021-11-06;0600;-3.374;
2021-11-06;0700;-3.53;
2021-11-06;0800;-3.524;
2021-11-06;0900;34.744;
2021-11-06;1000;568.608;
2021-11-06;1100;1446.361;
2021-11-06;1200;2242.633;
2021-11-06;1300;2373.892;
2021-11-06;1400;1371.92;
2021-11-06;1500;3662.1;
2021-11-06;1600;3477.866;
2021-11-06;1700;2798.653;
2021-11-06;1800;1788.932;
2021-11-06;1900;1989.322;
2021-11-06;2000;734.573;
2021-11-06;2100;342.785;
2021-11-06;2200;6.022;
2021-11-06;2300;-3.532;
2021-11-07;0000;-3.54;
2021-11-07;0100;-3.512;
2021-11-07;0200;-3.417;
2021-11-07;0300;-3.524;
2021-11-07;0400;-3.457;
2021-11-07;0500;-3.488;
2021-11-07;0600;-2.342;
2021-11-07;0700;-3.342;
2021-11-07;0800;-3.439;
2021-11-07;0900;13.27;
2021-11-07;1000;236.506;
2021-11-07;1100;341.563;
2021-11-07;1200;379.532;
2021-11-07;1300;1290.412;
2021-11-07;1400;1688.968;
2021-11-07;1500;1317.683;
2021-11-07;1600;1094.794;
2021-11-07;1700;2189.422;
2021-11-07;1800;1872.387;
2021-11-07;1900;1156.81;
2021-11-07;2000;749.531;
2021-11-07;2100;122.635;
2021-11-07;2200;-.305;
2021-11-07;2300;-3.54;
2021-11-08;0000;-3.209;
2021-11-08;0100;-2.626;
2021-11-08;0200;-2.209;
2021-11-08;0300;-2.806;
2021-11-08;0400;-3.378;
2021-11-08;0500;-3.413;
2021-11-08;0600;-3.041;
2021-11-08;0700;-3.02;
2021-11-08;0800;-2.823;
2021-11-08;0900;25.989;
2021-11-08;1000;451.815;
2021-11-08;1100;653.071;
2021-11-08;1200;589.026;
2021-11-08;1300;1377.858;
2021-11-08;1400;286.807;
2021-11-08;1500;462.295;
2021-11-08;1600;1248.232;
2021-11-08;1700;1162.899;
2021-11-08;1800;1004.07;
2021-11-08;1900;530.588;
2021-11-08;2000;284.606;
2021-11-08;2100;90.081;
2021-11-08;2200;.884;
2021-11-08;2300;-3.364;
2021-11-09;0000;-3.08;
2021-11-09;0100;-2.889;
2021-11-09;0200;-3.54;
2021-11-09;0300;-3.54;
2021-11-09;0400;-3.49;
2021-11-09;0500;-3.28;
2021-11-09;0600;-3.244;
2021-11-09;0700;-3.504;
2021-11-09;0800;-3.538;
2021-11-09;0900;18.333;
2021-11-09;1000;292.165;
2021-11-09;1100;1068.707;
2021-11-09;1200;1107.53;
2021-11-09;1300;1727.616;
2021-11-09;1400;2605.357;
2021-11-09;1500;2984.368;
2021-11-09;1600;2416.634;
2021-11-09;1700;1644.668;
2021-11-09;1800;1203.009;
2021-11-09;1900;1787.483;
2021-11-09;2000;696.966;
2021-11-09;2100;241.315;
2021-11-09;2200;5.13;
2021-11-09;2300;-3.54;
2021-11-10;0000;-3.54;
2021-11-10;0100;-3.48;
2021-11-10;0200;-3.54;
2021-11-10;0300;-3.5;
2021-11-10;0400;-3.54;
2021-11-10;0500;-2.528;
2021-11-10;0600;-2.393;
2021-11-10;0700;-2.821;
2021-11-10;0800;-2.892;
2021-11-10;0900;13.896;
2021-11-10;1000;297.155;
2021-11-10;1100;723.111;
2021-11-10;1200;1127.049;
2021-11-10;1300;2047.969;
2021-11-10;1400;2961.708;
2021-11-10;1500;2934.084;
2021-11-10;1600;2493.451;
2021-11-10;1700;2062.468;
2021-11-10;1800;1239.532;
2021-11-10;1900;1263.549;
2021-11-10;2000;408.342;
2021-11-10;2100;253.263;
2021-11-10;2200;12.38;
2021-11-10;2300;-3.54;
2021-11-11;0000;-3.54;
2021-11-11;0100;-3.217;
2021-11-11;0200;-3.506;
2021-11-11;0300;-3.35;
2021-11-11;0400;-3.227;
2021-11-11;0500;-2.849;
2021-11-11;0600;-2.87;
2021-11-11;0700;-2.455;
2021-11-11;0800;-.58;
2021-11-11;0900;2.955;
2021-11-11;1000;104.67;
2021-11-11;1100;377.672;
2021-11-11;1200;593.259;
2021-11-11;1300;924.811;
2021-11-11;1400;1336.209;
2021-11-11;1500;1719.749;
2021-11-11;1600;1817.86;
2021-11-11;1700;1334.446;
2021-11-11;1800;1503.499;
2021-11-11;1900;997.378;
2021-11-11;2000;403.706;
2021-11-11;2100;237.599;
2021-11-11;2200;18.458;
2021-11-11;2300;-3.362;
2021-11-12;0000;-3.207;
2021-11-12;0100;-1.82;
2021-11-12;0200;-1.446;
2021-11-12;0300;-1.447;
2021-11-12;0400;-1.426;
2021-11-12;0500;-1.084;
2021-11-12;0600;-1.497;
2021-11-12;0700;-1.804;
2021-11-12;0800;-2.081;
2021-11-12;0900;13.349;
2021-11-12;1000;298.667;
2021-11-12;1100;842.271;
2021-11-12;1200;1164.369;
2021-11-12;1300;495.537;
2021-11-12;1400;719.576;
2021-11-12;1500;1642.416;
2021-11-12;1600;1091.419;
2021-11-12;1700;2178.776;
2021-11-12;1800;1548.148;
2021-11-12;1900;954.226;
2021-11-12;2000;146.669;
2021-11-12;2100;42.5;
2021-11-12;2200;1.899;
2021-11-12;2300;-1.984;
2021-11-13;0000;-3.209;
2021-11-13;0100;-3.136;
2021-11-13;0200;-3.494;
2021-11-13;0300;-3.494;
2021-11-13;0400;-3.237;
2021-11-13;0500;-2.55;
2021-11-13;0600;-2.24;
2021-11-13;0700;-2.09;
2021-11-13;0800;-3.152;
2021-11-13;0900;9.996;
2021-11-13;1000;82.83;
2021-11-13;1100;396.089;
2021-11-13;1200;630.005;
2021-11-13;1300;1483.708;
2021-11-13;1400;1910.13;
2021-11-13;1500;2170.251;
2021-11-13;1600;1802.244;
2021-11-13;1700;430.442;
2021-11-13;1800;701.636;
2021-11-13;1900;393.285;
2021-11-13;2000;378.762;
2021-11-13;2100;199.596;
2021-11-13;2200;7.882;
2021-11-13;2300;-3.538;
2021-11-14;0000;-3.053;
2021-11-14;0100;-1.665;
2021-11-14;0200;-1.38;
2021-11-14;0300;-2.278;
2021-11-14;0400;-1.082;
2021-11-14;0500;-2.018;
2021-11-14;0600;-1.21;
2021-11-14;0700;-1.001;
2021-11-14;0800;-.265;
2021-11-14;0900;5.858;
2021-11-14;1000;160.755;
2021-11-14;1100;191.893;
2021-11-14;1200;767.99;
2021-11-14;1300;801.781;
2021-11-14;1400;1240.483;
2021-11-14;1500;1440.619;
2021-11-14;1600;1299.54;
2021-11-14;1700;1599.771;
2021-11-14;1800;838.428;
2021-11-14;1900;332.591;
2021-11-14;2000;141.858;
2021-11-14;2100;68.232;
2021-11-14;2200;3.302;
2021-11-14;2300;.649;
2021-11-15;0000;.571;
2021-11-15;0100;-.555;
2021-11-15;0200;-.097;
2021-11-15;0300;-.533;
2021-11-15;0400;-1.129;
2021-11-15;0500;-1.22;
2021-11-15;0600;-1.011;
2021-11-15;0700;-.942;
2021-11-15;0800;-.512;
2021-11-15;0900;8.929;
2021-11-15;1000;88.481;
2021-11-15;1100;503.778;
2021-11-15;1200;1013.658;
2021-11-15;1300;1086.097;
2021-11-15;1400;1104.134;
2021-11-15;1500;1431.403;
2021-11-15;1600;1433.586;
2021-11-15;1700;1051.05;
2021-11-15;1800;1488.743;
2021-11-15;1900;784.279;
2021-11-15;2000;376.655;
2021-11-15;2100;250.975;
2021-11-15;2200;13.112;
2021-11-15;2300;-3.33;
2021-11-16;0000;-2.218;
2021-11-16;0100;-2.147;
2021-11-16;0200;-2.292;
2021-11-16;0300;-.804;
2021-11-16;0400;-1.508;
2021-11-16;0500;-2.146;
2021-11-16;0600;-.776;
2021-11-16;0700;-1.515;
2021-11-16;0800;-1.794;
2021-11-16;0900;8.444;
2021-11-16;1000;71.709;
2021-11-16;1100;328.087;
2021-11-16;1200;703.855;
2021-11-16;1300;627.282;
2021-11-16;1400;927.383;
2021-11-16;1500;1421.164;
2021-11-16;1600;1120.345;
2021-11-16;1700;1390.083;
2021-11-16;1800;1298.683;
2021-11-16;1900;1584.421;
2021-11-16;2000;683.08;
2021-11-16;2100;235.22;
2021-11-16;2200;6.807;
2021-11-16;2300;-3.231;
2021-11-17;0000;-3.54;
2021-11-17;0100;-3.532;
2021-11-17;0200;-3.54;
2021-11-17;0300;-3.451;
2021-11-17;0400;-3.088;
2021-11-17;0500;-3.487;
2021-11-17;0600;-3.459;
2021-11-17;0700;-2.298;
2021-11-17;0800;-3.024;
2021-11-17;0900;15.703;
2021-11-17;1000;169.153;
2021-11-17;1100;460.617;
2021-11-17;1200;909.413;
2021-11-17;1300;1683.096;
2021-11-17;1400;1903.965;
2021-11-17;1500;2295.387;
2021-11-17;1600;741.875;
2021-11-17;1700;2325.536;
2021-11-17;1800;1397.591;
2021-11-17;1900;1663.632;
2021-11-17;2000;767.45;
2021-11-17;2100;138.299;
2021-11-17;2200;3.157;
2021-11-17;2300;-3.065;
2021-11-18;0000;-3.536;
2021-11-18;0100;-2.97;
2021-11-18;0200;-3.115;
2021-11-18;0300;-2.631;
2021-11-18;0400;-2.961;
2021-11-18;0500;-3.112;
2021-11-18;0600;-2.608;
2021-11-18;0700;-2.443;
2021-11-18;0800;-2.39;
2021-11-18;0900;17.144;
2021-11-18;1000;274.083;
2021-11-18;1100;333.485;
2021-11-18;1200;1120.508;
2021-11-18;1300;1241.05;
2021-11-18;1400;1206.248;
2021-11-18;1500;693.824;
2021-11-18;1600;162.023;
2021-11-18;1700;472.106;
2021-11-18;1800;887.244;
2021-11-18;1900;788.728;
2021-11-18;2000;383.601;
2021-11-18;2100;207.569;
2021-11-18;2200;13.083;
2021-11-18;2300;-3.5;
2021-11-19;0000;-3.516;
2021-11-19;0100;-3.047;
2021-11-19;0200;-2.957;
2021-11-19;0300;-3.051;
2021-11-19;0400;-3.328;
2021-11-19;0500;-2.461;
2021-11-19;0600;-1.998;
2021-11-19;0700;-2.959;
2021-11-19;0800;-2.239;
2021-11-19;0900;16.887;
2021-11-19;1000;303.274;
2021-11-19;1100;859.632;
2021-11-19;1200;1455.402;
2021-11-19;1300;1959.162;
2021-11-19;1400;2993.435;
2021-11-19;1500;1701.704;
2021-11-19;1600;1923.674;
2021-11-19;1700;2266.282;
2021-11-19;1800;2058.348;
2021-11-19;1900;977.817;
2021-11-19;2000;1054.941;
2021-11-19;2100;357.109;
2021-11-19;2200;21.566;
2021-11-19;2300;-3.168;
2021-11-20;0000;-2.2;
2021-11-20;0100;-2.037;
2021-11-20;0200;-1.177;
2021-11-20;0300;-2.385;
2021-11-20;0400;-1.22;
2021-11-20;0500;-1.513;
2021-11-20;0600;-2.369;
2021-11-20;0700;-2.248;
2021-11-20;0800;-1.891;
2021-11-20;0900;11.272;
2021-11-20;1000;199.409;
2021-11-20;1100;783.035;
2021-11-20;1200;1559.951;
2021-11-20;1300;2614.763;
2021-11-20;1400;2232.327;
2021-11-20;1500;2012.065;
2021-11-20;1600;1898.867;
2021-11-20;1700;964.655;
2021-11-20;1800;916.018;
2021-11-20;1900;373.057;
2021-11-20;2000;463.911;
2021-11-20;2100;244.312;
2021-11-20;2200;12.048;
2021-11-20;2300;-3.498;
2021-11-21;0000;-3.092;
2021-11-21;0100;-2.734;
2021-11-21;0200;-3.025;
2021-11-21;0300;-2.591;
2021-11-21;0400;-2.761;
2021-11-21;0500;-2.647;
2021-11-21;0600;-2.859;
2021-11-21;0700;-3.421;
2021-11-21;0800;-3.536;
2021-11-21;0900;11.714;
2021-11-21;1000;147.439;
2021-11-21;1100;901.909;
2021-11-21;1200;1478.939;
2021-11-21;1300;1787.341;
2021-11-21;1400;2492.403;
2021-11-21;1500;1714.986;
2021-11-21;1600;375.146;
2021-11-21;1700;412.792;
2021-11-21;1800;1320.514;
2021-11-21;1900;239.389;
2021-11-21;2000;72.434;
2021-11-21;2100;43.083;
2021-11-21;2200;1.551;
2021-11-21;2300;-2.016;
2021-11-22;0000;-2.17;
2021-11-22;0100;-1.35;
2021-11-22;0200;-2.903;
2021-11-22;0300;-2.87;
2021-11-22;0400;-2.639;
2021-11-22;0500;-2.545;
2021-11-22;0600;-2.812;
2021-11-22;0700;-3.261;
2021-11-22;0800;-3.185;
2021-11-22;0900;15.224;
2021-11-22;1000;416.816;
2021-11-22;1100;1073.395;
2021-11-22;1200;1654.204;
2021-11-22;1300;2640.89;
2021-11-22;1400;3463.639;
2021-11-22;1500;2506.983;
2021-11-22;1600;1833.077;
2021-11-22;1700;2191.837;
2021-11-22;1800;983.83;
2021-11-22;1900;1180.254;
2021-11-22;2000;454.202;
2021-11-22;2100;214.832;
2021-11-22;2200;12.611;
2021-11-22;2300;-1.506;
2021-11-23;0000;.312;
2021-11-23;0100;-1.706;
2021-11-23;0200;-.83;
2021-11-23;0300;-2.211;
2021-11-23;0400;-1.111;
2021-11-23;0500;-2.037;
2021-11-23;0600;-3.16;
2021-11-23;0700;-3.068;
2021-11-23;0800;-3.342;
2021-11-23;0900;19.981;
2021-11-23;1000;308.743;
2021-11-23;1100;977.968;
2021-11-23;1200;1250.737;
2021-11-23;1300;2202.801;
2021-11-23;1400;2443.678;
2021-11-23;1500;2925.749;
2021-11-23;1600;1826.113;
2021-11-23;1700;2720.961;
2021-11-23;1800;2238.322;
2021-11-23;1900;1566.508;
2021-11-23;2000;1261.517;
2021-11-23;2100;461.743;
2021-11-23;2200;13.489;
2021-11-23;2300;-3.059;
2021-11-24;0000;-3.455;
2021-11-24;0100;-3.477;
2021-11-24;0200;-2.487;
2021-11-24;0300;-3.457;
2021-11-24;0400;-3.536;
2021-11-24;0500;-3.54;
2021-11-24;0600;-3.536;
2021-11-24;0700;-3.538;
2021-11-24;0800;-3.534;
2021-11-24;0900;44.499;
2021-11-24;1000;599.996;
2021-11-24;1100;1198.64;
2021-11-24;1200;1793.128;
2021-11-24;1300;2729.534;
2021-11-24;1400;3265.347;
2021-11-24;1500;3688.085;
2021-11-24;1600;3554.3;
2021-11-24;1700;3217.983;
2021-11-24;1800;3103.267;
2021-11-24;1900;1893.913;
2021-11-24;2000;1658.283;
2021-11-24;2100;565.789;
2021-11-24;2200;27.821;
2021-11-24;2300;-3.54;
2021-11-25;0000;-3.54;
2021-11-25;0100;-3.48;
2021-11-25;0200;-3.54;
2021-11-25;0300;-3.54;
2021-11-25;0400;-3.54;
2021-11-25;0500;-3.54;
2021-11-25;0600;-3.54;
2021-11-25;0700;-3.457;
2021-11-25;0800;-3.538;
2021-11-25;0900;39.505;
2021-11-25;1000;557.424;
2021-11-25;1100;1503.58;
2021-11-25;1200;2337.001;
2021-11-25;1300;3043.563;
2021-11-25;1400;3612.793;
2021-11-25;1500;3912.148;
2021-11-25;1600;3781.478;
2021-11-25;1700;3458.012;
2021-11-25;1800;2901.156;
2021-11-25;1900;1609.989;
2021-11-25;2000;1189.479;
2021-11-25;2100;411.086;
2021-11-25;2200;28.592;
2021-11-25;2300;-3.54;
2021-11-26;0000;-3.54;
2021-11-26;0100;-3.54;
2021-11-26;0200;-3.54;
2021-11-26;0300;-3.54;
2021-11-26;0400;-3.522;
2021-11-26;0500;-3.524;
2021-11-26;0600;-3.54;
2021-11-26;0700;-3.461;
2021-11-26;0800;-3.451;
2021-11-26;0900;28.254;
2021-11-26;1000;475.871;
2021-11-26;1100;1324.46;
2021-11-26;1200;2041.41;
2021-11-26;1300;2772.819;
2021-11-26;1400;3545.026;
2021-11-26;1500;2980.925;
2021-11-26;1600;2800.582;
2021-11-26;1700;2602.139;
2021-11-26;1800;2770.718;
2021-11-26;1900;2416.96;
2021-11-26;2000;1054.588;
2021-11-26;2100;217.859;
2021-11-26;2200;14.496;
2021-11-26;2300;-3.54;
2021-11-27;0000;-3.54;
2021-11-27;0100;-3.48;
2021-11-27;0200;-3.54;
2021-11-27;0300;-3.54;
2021-11-27;0400;-3.538;
2021-11-27;0500;-3.54;
2021-11-27;0600;-3.54;
2021-11-27;0700;-3.54;
2021-11-27;0800;-3.514;
2021-11-27;0900;41.162;
2021-11-27;1000;418.162;
2021-11-27;1100;1425.529;
2021-11-27;1200;1757.571;
2021-11-27;1300;2180.548;
2021-11-27;1400;2754.939;
2021-11-27;1500;3376.251;
2021-11-27;1600;3312.113;
2021-11-27;1700;1708.248;
2021-11-27;1800;1502.472;
2021-11-27;1900;1087.604;
2021-11-27;2000;1505.289;
2021-11-27;2100;559.181;
2021-11-27;2200;24.197;
2021-11-27;2300;-3.54;
2021-11-28;0000;-3.54;
2021-11-28;0100;-3.48;
2021-11-28;0200;-3.463;
2021-11-28;0300;-3.54;
2021-11-28;0400;-3.54;
2021-11-28;0500;-3.54;
2021-11-28;0600;-3.487;
2021-11-28;0700;-3.54;
2021-11-28;0800;-3.54;
2021-11-28;0900;20.27;
2021-11-28;1000;497.029;
2021-11-28;1100;540.108;
2021-11-28;1200;1488.873;
2021-11-28;1300;1508.214;
2021-11-28;1400;3168.029;
2021-11-28;1500;3083.959;
2021-11-28;1600;3547.841;
2021-11-28;1700;2178.271;
2021-11-28;1800;1857.182;
2021-11-28;1900;2312.338;
2021-11-28;2000;942.187;
2021-11-28;2100;192.427;
2021-11-28;2200;1.617;
2021-11-28;2300;-3.54;
2021-11-29;0000;-3.54;
2021-11-29;0100;-3.54;
2021-11-29;0200;-3.54;
2021-11-29;0300;-3.54;
2021-11-29;0400;-3.54;
2021-11-29;0500;-3.54;
2021-11-29;0600;-2.256;
2021-11-29;0700;-.934;
2021-11-29;0800;-2.054;
2021-11-29;0900;7.675;
2021-11-29;1000;231.803;
2021-11-29;1100;1003.937;
2021-11-29;1200;1117.25;
2021-11-29;1300;1666.502;
2021-11-29;1400;2380.678;
2021-11-29;1500;3738.929;
2021-11-29;1600;3323.804;
2021-11-29;1700;1341.712;
2021-11-29;1800;1124.785;
2021-11-29;1900;49.658;
2021-11-29;2000;30.984;
2021-11-29;2100;79.851;
2021-11-29;2200;23.772;
2021-11-29;2300;-1.84;
2021-11-30;0000;-3.417;
2021-11-30;0100;-3.48;
2021-11-30;0200;-3.54;
2021-11-30;0300;-3.54;
2021-11-30;0400;-3.54;
2021-11-30;0500;-3.516;
2021-11-30;0600;-3.156;
2021-11-30;0700;-3.522;
2021-11-30;0800;-3.534;
2021-11-30;0900;41.331;
2021-11-30;1000;651.287;
2021-11-30;1100;1249.699;
2021-11-30;1200;2034.436;
2021-11-30;1300;2256.244;
2021-11-30;1400;1806.966;
2021-11-30;1500;1801.284;
2021-11-30;1600;2097.394;
2021-11-30;1700;1053.471;
2021-11-30;1800;1643.195;
2021-11-30;1900;1964.985;
2021-11-30;2000;969.425;
2021-11-30;2100;222.997;
2021-11-30;2200;29.208;
2021-11-30;2300;-3.54;
2021-12-01;0000;-3.54;
2021-12-01;0100;-3.54;
2021-12-01;0200;-3.54;
2021-12-01;0300;-3.488;
2021-12-01;0400;-2.676;
2021-12-01;0500;-2.56;
2021-12-01;0600;-3.059;
2021-12-01;0700;-2.257;
2021-12-01;0800;-2.298;
2021-12-01;0900;9.792;
2021-12-01;1000;160.012;
2021-12-01;1100;270.134;
2021-12-01;1200;949.109;
2021-12-01;1300;1250.016;
2021-12-01;1400;2984.3;
2021-12-01;1500;3245.988;
2021-12-01;1600;3576.632;
2021-12-01;1700;1790.049;
2021-12-01;1800;1988.582;
2021-12-01;1900;1853.755;
2021-12-01;2000;1235.656;
2021-12-01;2100;155.418;
2021-12-01;2200;5.871;
2021-12-01;2300;-1.94;
2021-12-02;0000;-2.601;
2021-12-02;0100;-2.423;
2021-12-02;0200;-2.295;
2021-12-02;0300;-3.407;
2021-12-02;0400;-3.522;
2021-12-02;0500;-3.232;
2021-12-02;0600;-3.003;
2021-12-02;0700;-2.158;
2021-12-02;0800;-1.435;
2021-12-02;0900;14.061;
2021-12-02;1000;205.821;
2021-12-02;1100;262.138;
2021-12-02;1200;698.512;
2021-12-02;1300;786.824;
2021-12-02;1400;1777.962;
2021-12-02;1500;1730.155;
2021-12-02;1600;2004.105;
2021-12-02;1700;638.886;
2021-12-02;1800;987.138;
2021-12-02;1900;1847.875;
2021-12-02;2000;636.865;
2021-12-02;2100;217.594;
2021-12-02;2200;11.528;
2021-12-02;2300;-3.54;
2021-12-03;0000;-3.54;
2021-12-03;0100;-3.227;
2021-12-03;0200;-3.54;
2021-12-03;0300;-3.461;
2021-12-03;0400;-3.508;
2021-12-03;0500;-3.54;
2021-12-03;0600;-3.53;
2021-12-03;0700;-3.526;
2021-12-03;0800;-3.534;
2021-12-03;0900;42.328;
2021-12-03;1000;655.812;
2021-12-03;1100;1148.53;
2021-12-03;1200;2222.414;
2021-12-03;1300;2928.496;
2021-12-03;1400;902.932;
2021-12-03;1500;1157.294;
2021-12-03;1600;3714.248;
2021-12-03;1700;856.018;
2021-12-03;1800;850.138;
2021-12-03;1900;1575.667;
2021-12-03;2000;910.925;
2021-12-03;2100;218.478;
2021-12-03;2200;23.824;
2021-12-03;2300;-3.54;
2021-12-04;0000;-3.54;
2021-12-04;0100;-3.54;
2021-12-04;0200;-3.54;
2021-12-04;0300;-3.54;
2021-12-04;0400;-3.54;
2021-12-04;0500;-3.51;
2021-12-04;0600;-3.54;
2021-12-04;0700;-3.534;
2021-12-04;0800;-1.881;
2021-12-04;0900;-.949;
2021-12-04;1000;45.626;
2021-12-04;1100;242.148;
2021-12-04;1200;601.578;
2021-12-04;1300;2169.179;
2021-12-04;1400;3073.155;
2021-12-04;1500;3702.264;
2021-12-04;1600;3282.276;
2021-12-04;1700;2957.428;
2021-12-04;1800;1326.075;
2021-12-04;1900;1387.952;
2021-12-04;2000;1161.915;
2021-12-04;2100;516.194;
2021-12-04;2200;21.242;
2021-12-04;2300;-3.54;
2021-12-05;0000;-3.54;
2021-12-05;0100;-3.48;
2021-12-05;0200;-3.54;
2021-12-05;0300;-3.437;
2021-12-05;0400;-3.538;
2021-12-05;0500;-3.477;
2021-12-05;0600;-3.296;
2021-12-05;0700;-3.451;
2021-12-05;0800;-3.54;
2021-12-05;0900;59.208;
2021-12-05;1000;653.449;
2021-12-05;1100;1129.905;
2021-12-05;1200;1319.355;
2021-12-05;1300;1660.589;
2021-12-05;1400;2713.804;
2021-12-05;1500;2635.58;
2021-12-05;1600;2633.525;
2021-12-05;1700;1394.309;
2021-12-05;1800;838.815;
2021-12-05;1900;793.64;
2021-12-05;2000;455.555;
2021-12-05;2100;132.005;
2021-12-05;2200;15.19;
2021-12-05;2300;-2.362;
2021-12-06;0000;-2.965;
2021-12-06;0100;-3.273;
2021-12-06;0200;-3.492;
2021-12-06;0300;-3.449;
2021-12-06;0400;-2.855;
2021-12-06;0500;-3.105;
2021-12-06;0600;-3.251;
2021-12-06;0700;-3.431;
2021-12-06;0800;-3.162;
2021-12-06;0900;21.193;
2021-12-06;1000;342.622;
2021-12-06;1100;447.247;
2021-12-06;1200;1419.066;
2021-12-06;1300;2385.798;
2021-12-06;1400;2617.175;
2021-12-06;1500;3852.068;
2021-12-06;1600;3896.01;
2021-12-06;1700;2883.977;
2021-12-06;1800;2518.452;
2021-12-06;1900;1872.308;
2021-12-06;2000;230.251;
2021-12-06;2100;200.306;
2021-12-06;2200;8.096;
2021-12-06;2300;-2.027;
2021-12-07;0000;-2.079;
2021-12-07;0100;-1.868;
2021-12-07;0200;-2.483;
2021-12-07;0300;-3.278;
2021-12-07;0400;-1.63;
2021-12-07;0500;-.388;
2021-12-07;0600;-2.283;
2021-12-07;0700;-2.456;
2021-12-07;0800;-2.401;
2021-12-07;0900;37.002;
2021-12-07;1000;612.406;
2021-12-07;1100;1489.848;
2021-12-07;1200;2347.201;
2021-12-07;1300;2329.037;
2021-12-07;1400;3428.483;
2021-12-07;1500;2404.167;
2021-12-07;1600;2871.105;
2021-12-07;1700;1790.04;
2021-12-07;1800;2584.413;
2021-12-07;1900;842.021;
