Nome: BRASILIA
Codigo Estacao: A001
Latitude: -15.78944444
Longitude: -47.92583332
Altitude: 1160.96
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2023-03-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);
2021-01-13;0400;-3.49;
2021-01-13;0500;-3.536;
2021-01-13;0600;-3.191;
2021-01-13;0700;-3.311;
2021-01-13;0800;-2.288;
2021-01-13;0900;-2.918;
2021-01-13;1000;155.901;
2021-01-13;1100;928.672;
2021-01-13;1200;1702.857;
2021-01-13;1300;2226.054;
2021-01-13;1400;3214.295;
2021-01-13;1500;3013.147;
2021-01-13;1600;3090.471;
2021-01-13;1700;2391.367;
2021-01-13;1800;3202.978;
2021-01-13;1900;2421.711;
2021-01-13;2000;1960.391;
2021-01-13;2100;1158.03;
2021-01-13;2200;195.5;
2021-01-13;2300;-3.222;
2021-01-14;0000;-3.54;
2021-01-14;0100;-3.54;
2021-01-14;0200;-3.534;
2021-01-14;0300;-3.492;
2021-01-14;0400;-2.864;
2021-01-14;0500;-3.382;
2021-01-14;0600;-2.228;
2021-01-14;0700;-2.769;
2021-01-14;0800;-.522;
2021-01-14;0900;-2.816;
2021-01-14;1000;96.26;
2021-01-14;1100;987.709;
2021-01-14;1200;1600.342;
2021-01-14;1300;1668.679;
2021-01-14;1400;1968.698;
2021-01-14;1500;1819.297;
2021-01-14;1600;1492.016;
2021-01-14;1700;1595.802;
2021-01-14;1800;681.169;
2021-01-14;1900;1894.622;
2021-01-14;2000;1067.074;
2021-01-14;2100;496.217;
2021-01-14;2200;127.528;
2021-01-14;2300;-2.438;
2021-01-15;0000;-3.54;
2021-01-15;0100;-3.538;
2021-01-15;0200;-3.538;
2021-01-15;0300;-3.54;
2021-01-15;0400;-3.54;
2021-01-15;0500;-3.54;
2021-01-15;0600;-3.54;
2021-01-15;0700;-3.54;
2021-01-15;0800;-3.54;
2021-01-15;0900;-3.038;
2021-01-15;1000;203.053;
2021-01-15;1100;523.53;
2021-01-15;1200;1765.787;
2021-01-15;1300;2765.499;
2021-01-15;1400;2824.034;
2021-01-15;1500;1984.595;
2021-01-15;1600;3788.069;
2021-01-15;1700;1077.13;
2021-01-15;1800;402.688;
2021-01-15;1900;235.431;
2021-01-15;2000;262.796;
2021-01-15;2100;268.586;
2021-01-15;2200;108.486;
2021-01-15;2300;-2.569;
2021-01-16;0000;-3.441;
2021-01-16;0100;-2.692;
2021-01-16;0200;-3.148;
2021-01-16;0300;-2.527;
2021-01-16;0400;-3.251;
2021-01-16;0500;-3.074;
2021-01-16;0600;-3.128;
2021-01-16;0700;-2.871;
2021-01-16;0800;-3.09;
2021-01-16;0900;-3.352;
2021-01-16;1000;74.028;
2021-01-16;1100;464.131;
2021-01-16;1200;861.5;
2021-01-16;1300;1294.665;
2021-01-16;1400;1731.601;
2021-01-16;1500;405.197;
2021-01-16;1600;499.866;
2021-01-16;1700;269.141;
2021-01-16;1800;298.462;
2021-01-16;1900;558.613;
2021-01-16;2000;676.871;
2021-01-16;2100;567.011;
2021-01-16;2200;161.534;
2021-01-16;2300;-1.648;
2021-01-17;0000;-3.522;
2021-01-17;0100;-3.427;
2021-01-17;0200;-3.148;
2021-01-17;0300;-3.115;
2021-01-17;0400;-3.54;
2021-01-17;0500;-3.352;
2021-01-17;0600;-2.982;
2021-01-17;0700;-3.025;
2021-01-17;0800;-2.453;
2021-01-17;0900;-2.634;
2021-01-17;1000;75.739;
2021-01-17;1100;320.725;
2021-01-17;1200;847.267;
2021-01-17;1300;2070.631;
2021-01-17;1400;2326.837;
2021-01-17;1500;2293.619;
2021-01-17;1600;2568.176;
2021-01-17;1700;1379.488;
2021-01-17;1800;1213.396;
2021-01-17;1900;1242.158;
2021-01-17;2000;1152.989;
2021-01-17;2100;819.042;
2021-01-17;2200;312.879;
2021-01-17;2300;-1.95;
2021-01-18;0000;-3.508;
2021-01-18;0100;-3.53;
2021-01-18;0200;-3.319;
2021-01-18;0300;-3.54;
2021-01-18;0400;-3.306;
2021-01-18;0500;-3.479;
2021-01-18;0600;-3.405;
2021-01-18;0700;-3.166;
2021-01-18;0800;-3.356;
2021-01-18;0900;-3.228;
2021-01-18;1000;108.453;
2021-01-18;1100;513.547;
2021-01-18;1200;1594.322;
2021-01-18;1300;2174.25;
2021-01-18;1400;2206.581;
2021-01-18;1500;1595.107;
2021-01-18;1600;3265.259;
2021-01-18;1700;4019.169;
2021-01-18;1800;2761.792;
2021-01-18;1900;2438.812;
2021-01-18;2000;1173.054;
2021-01-18;2100;528.939;
2021-01-18;2200;103.689;
2021-01-18;2300;-2.995;
2021-01-19;0000;-3.217;
2021-01-19;0100;-2.842;
2021-01-19;0200;-3.453;
2021-01-19;0300;-3.407;
2021-01-19;0400;-3.54;
2021-01-19;0500;-3.54;
2021-01-19;0600;-3.538;
2021-01-19;0700;-3.255;
2021-01-19;0800;-3.538;
2021-01-19;0900;-3.442;
2021-01-19;1000;163.638;
2021-01-19;1100;948.061;
2021-01-19;1200;1648.843;
2021-01-19;1300;2817.194;
2021-01-19;1400;3246.335;
2021-01-19;1500;3248.78;
2021-01-19;1600;4099.594;
2021-01-19;1700;4077.817;
2021-01-19;1800;2663.796;
2021-01-19;1900;2733.325;
2021-01-19;2000;2165.231;
2021-01-19;2100;1128.534;
2021-01-19;2200;74.344;
2021-01-19;2300;-3.267;
2021-01-20;0000;-3.54;
2021-01-20;0100;-3.54;
2021-01-20;0200;-3.54;
2021-01-20;0300;-3.54;
2021-01-20;0400;-3.54;
2021-01-20;0500;-3.54;
2021-01-20;0600;-3.54;
2021-01-20;0700;-3.54;
2021-01-20;0800;-3.54;
2021-01-20;0900;-3.475;
2021-01-20;1000;176.917;
2021-01-20;1100;930.604;
2021-01-20;1200;1894.001;
2021-01-20;1300;2758.106;
2021-01-20;1400;3372.248;
2021-01-20;1500;3878.408;
2021-01-20;1600;3971.23;
2021-01-20;1700;3923.77;
2021-01-20;1800;3570.688;
2021-01-20;1900;2395.823;
2021-01-20;2000;1723.396;
2021-01-20;2100;748.915;
2021-01-20;2200;100.752;
2021-01-20;2300;-1.548;
2021-01-21;0000;-3.54;
2021-01-21;0100;-3.54;
2021-01-21;0200;-3.54;
2021-01-21;0300;-3.54;
2021-01-21;0400;-3.54;
2021-01-21;0500;-3.54;
2021-01-21;0600;-3.54;
2021-01-21;0700;-3.54;
2021-01-21;0800;-3.54;
2021-01-21;0900;-3.54;
2021-01-21;1000;170.374;
2021-01-21;1100;977.14;
2021-01-21;1200;1908.225;
2021-01-21;1300;2726.437;
2021-01-21;1400;3375.237;
2021-01-21;1500;3721.056;
2021-01-21;1600;3339.103;
2021-01-21;1700;3118.174;
2021-01-21;1800;2429.324;
2021-01-21;1900;1857.378;
2021-01-21;2000;1705.501;
2021-01-21;2100;1196.856;
2021-01-21;2200;299.367;
2021-01-21;2300;-2.554;
2021-01-22;0000;-3.54;
2021-01-22;0100;-3.54;
2021-01-22;0200;-3.54;
2021-01-22;0300;-3.54;
2021-01-22;0400;-3.54;
2021-01-22;0500;-3.54;
2021-01-22;0600;-3.54;
2021-01-22;0700;-3.54;
2021-01-22;0800;-3.54;
2021-01-22;0900;-3.498;
2021-01-22;1000;160.009;
2021-01-22;1100;828.473;
2021-01-22;1200;1882.542;
2021-01-22;1300;2690.674;
2021-01-22;1400;3049.066;
2021-01-22;1500;3517.034;
2021-01-22;1600;3982.348;
2021-01-22;1700;2881.118;
2021-01-22;1800;3021.382;
2021-01-22;1900;2370.511;
2021-01-22;2000;1411.438;
2021-01-22;2100;1028.667;
2021-01-22;2200;199.69;
2021-01-22;2300;-2.535;
2021-01-23;0000;-3.54;
2021-01-23;0100;-3.54;
2021-01-23;0200;-3.54;
2021-01-23;0300;-3.54;
2021-01-23;0400;-3.54;
2021-01-23;0500;-3.54;
2021-01-23;0600;-3.54;
2021-01-23;0700;-3.54;
2021-01-23;0800;-3.54;
2021-01-23;0900;-3.416;
2021-01-23;1000;213.832;
2021-01-23;1100;916.742;
2021-01-23;1200;1890.596;
2021-01-23;1300;2729.036;
2021-01-23;1400;3350.734;
2021-01-23;1500;3810.518;
2021-01-23;1600;3925.521;
2021-01-23;1700;3716.829;
2021-01-23;1800;3130.339;
2021-01-23;1900;2990.108;
2021-01-23;2000;1924.257;
2021-01-23;2100;1134.56;
2021-01-23;2200;280.986;
2021-01-23;2300;-2.467;
2021-01-24;0000;-3.54;
2021-01-24;0100;-3.54;
2021-01-24;0200;-3.53;
2021-01-24;0300;-3.54;
2021-01-24;0400;-3.54;
2021-01-24;0500;-3.54;
2021-01-24;0600;-3.54;
2021-01-24;0700;-3.54;
2021-01-24;0800;-3.54;
2021-01-24;0900;-3.54;
2021-01-24;1000;144.755;
2021-01-24;1100;865.763;
2021-01-24;1200;1756.759;
2021-01-24;1300;2560.173;
2021-01-24;1400;3249.819;
2021-01-24;1500;3777.587;
2021-01-24;1600;4152.717;
2021-01-24;1700;3636.034;
2021-01-24;1800;3435.127;
2021-01-24;1900;2927.138;
2021-01-24;2000;1786.016;
2021-01-24;2100;1100.285;
2021-01-24;2200;184.373;
2021-01-24;2300;-2.809;
2021-01-25;0000;-3.54;
2021-01-25;0100;-3.54;
2021-01-25;0200;-3.54;
2021-01-25;0300;-3.54;
2021-01-25;0400;-3.54;
2021-01-25;0500;-3.54;
2021-01-25;0600;-3.54;
2021-01-25;0700;-3.54;
2021-01-25;0800;-3.54;
2021-01-25;0900;-3.54;
2021-01-25;1000;127.228;
2021-01-25;1100;920.6;
2021-01-25;1200;1882.315;
2021-01-25;1300;2631.076;
2021-01-25;1400;3086.758;
2021-01-25;1500;2912.591;
2021-01-25;1600;1725.741;
2021-01-25;1700;3205.202;
2021-01-25;1800;3105.271;
2021-01-25;1900;2399.584;
2021-01-25;2000;1999.118;
2021-01-25;2100;147.626;
2021-01-25;2200;11.685;
2021-01-25;2300;1.804;
2021-01-26;0000;-.801;
2021-01-26;0100;-3.098;
2021-01-26;0200;-3.381;
2021-01-26;0300;-3.415;
2021-01-26;0400;-3.336;
2021-01-26;0500;-2.358;
2021-01-26;0600;-2.708;
2021-01-26;0700;-3.54;
2021-01-26;0800;-3.211;
2021-01-26;0900;-2.835;
2021-01-26;1000;151.269;
2021-01-26;1100;574.66;
2021-01-26;1200;1842.976;
2021-01-26;1300;2581.811;
2021-01-26;1400;2988.23;
2021-01-26;1500;2985.667;
2021-01-26;1600;2383.247;
2021-01-26;1700;3299.766;
2021-01-26;1800;2733.008;
2021-01-26;1900;2553.97;
2021-01-26;2000;555.453;
2021-01-26;2100;118.481;
2021-01-26;2200;8.343;
2021-01-26;2300;-1.407;
2021-01-27;0000;-1.501;
2021-01-27;0100;-1.034;
2021-01-27;0200;1.164;
2021-01-27;0300;-.567;
2021-01-27;0400;-.659;
2021-01-27;0500;-2.529;
2021-01-27;0600;-2.907;
2021-01-27;0700;-3.126;
2021-01-27;0800;-3.447;
2021-01-27;0900;-3.53;
2021-01-27;1000;188.028;
2021-01-27;1100;1087.64;
2021-01-27;1200;1871.81;
2021-01-27;1300;2466.557;
2021-01-27;1400;3225.72;
2021-01-27;1500;3329.829;
2021-01-27;1600;3021.092;
2021-01-27;1700;1626.145;
2021-01-27;1800;2824.427;
2021-01-27;1900;2984.418;
2021-01-27;2000;1926.27;
2021-01-27;2100;890.555;
2021-01-27;2200;342.438;
2021-01-27;2300;-2.543;
2021-01-28;0000;-3.54;
2021-01-28;0100;-3.54;
2021-01-28;0200;-3.54;
2021-01-28;0300;-3.54;
2021-01-28;0400;-3.54;
2021-01-28;0500;-3.54;
2021-01-28;0600;-3.54;
2021-01-28;0700;-3.54;
2021-01-28;0800;-3.54;
2021-01-28;0900;-3.528;
2021-01-28;1000;214.98;
2021-01-28;1100;940.149;
2021-01-28;1200;1634.553;
2021-01-28;1300;2595.872;
2021-01-28;1400;3157.936;
2021-01-28;1500;3828.681;
2021-01-28;1600;3864.332;
2021-01-28;1700;3630.694;
2021-01-28;1800;2509.887;
2021-01-28;1900;2155.879;
2021-01-28;2000;1712.749;
2021-01-28;2100;666.378;
2021-01-28;2200;273.808;
2021-01-28;2300;-2.9;
2021-01-29;0000;-3.54;
2021-01-29;0100;-3.54;
2021-01-29;0200;-3.54;
2021-01-29;0300;-3.54;
2021-01-29;0400;-3.54;
2021-01-29;0500;-3.54;
2021-01-29;0600;-3.54;
2021-01-29;0700;-3.54;
2021-01-29;0800;-3.54;
2021-01-29;0900;-3.54;
2021-01-29;1000;150.558;
2021-01-29;1100;973.883;
2021-01-29;1200;1837.829;
2021-01-29;1300;2696.455;
2021-01-29;1400;3062.258;
2021-01-29;1500;3841.167;
2021-01-29;1600;3500.183;
2021-01-29;1700;2590.07;
2021-01-29;1800;2757.741;
2021-01-29;1900;1080.205;
2021-01-29;2000;1341.171;
2021-01-29;2100;541.645;
2021-01-29;2200;138.371;
2021-01-29;2300;-3.398;
2021-01-30;0000;-3.451;
2021-01-30;0100;-3.54;
2021-01-30;0200;-3.54;
2021-01-30;0300;-3.54;
2021-01-30;0400;-3.54;
2021-01-30;0500;-3.54;
2021-01-30;0600;-3.54;
2021-01-30;0700;-3.536;
2021-01-30;0800;-3.024;
2021-01-30;0900;-2.501;
2021-01-30;1000;103.272;
2021-01-30;1100;864.567;
2021-01-30;1200;1432.161;
2021-01-30;1300;2695.217;
2021-01-30;1400;3398.278;
2021-01-30;1500;3782.939;
2021-01-30;1600;3748.553;
2021-01-30;1700;2403.566;
2021-01-30;1800;2330.912;
2021-01-30;1900;2878.972;
2021-01-30;2000;2178.603;
2021-01-30;2100;1178.892;
2021-01-30;2200;283.516;
2021-01-30;2300;-2.433;
2021-01-31;0000;-3.54;
2021-01-31;0100;-3.54;
2021-01-31;0200;-3.54;
2021-01-31;0300;-3.54;
2021-01-31;0400;-3.54;
2021-01-31;0500;-3.54;
2021-01-31;0600;-3.54;
2021-01-31;0700;-3.54;
2021-01-31;0800;-3.54;
2021-01-31;0900;-3.54;
2021-01-31;1000;122.849;
2021-01-31;1100;724.539;
2021-01-31;1200;1622.037;
2021-01-31;1300;2585.654;
2021-01-31;1400;3279.897;
2021-01-31;1500;3672.886;
2021-01-31;1600;4078.385;
2021-01-31;1700;3989.122;
2021-01-31;1800;3678.975;
2021-01-31;1900;2925.218;
2021-01-31;2000;2051.402;
2021-01-31;2100;986.577;
2021-01-31;2200;284.615;
2021-01-31;2300;-2.713;
2021-02-01;0000;-2.358;
2021-02-01;0100;.383;
2021-02-01;0200;-2.057;
2021-02-01;0300;-3.54;
2021-02-01;0400;-3.54;
2021-02-01;0500;-3.431;
2021-02-01;0600;-3.538;
2021-02-01;0700;-3.54;
2021-02-01;0800;-3.54;
2021-02-01;0900;-3.54;
2021-02-01;1000;72.244;
2021-02-01;1100;925.454;
2021-02-01;1200;1443.463;
2021-02-01;1300;2983.95;
2021-02-01;1400;3416.369;
2021-02-01;1500;3761.461;
2021-02-01;1600;3755.206;
2021-02-01;1700;3806.596;
2021-02-01;1800;2653.354;
2021-02-01;1900;1375.05;
2021-02-01;2000;1649.51;
2021-02-01;2100;1014.512;
2021-02-01;2200;45.015;
2021-02-01;2300;-1.184;
2021-02-02;0000;-.988;
2021-02-02;0100;-1.309;
2021-02-02;0200;.603;
2021-02-02;0300;.045;
2021-02-02;0400;-1.678;
2021-02-02;0500;-3.487;
2021-02-02;0600;-3.54;
2021-02-02;0700;-3.54;
2021-02-02;0800;-3.54;
2021-02-02;0900;-3.54;
2021-02-02;1000;90.716;
2021-02-02;1100;729.046;
2021-02-02;1200;1747.47;
2021-02-02;1300;2582.101;
2021-02-02;1400;3051.176;
2021-02-02;1500;3045.93;
2021-02-02;1600;3346.957;
2021-02-02;1700;2366.563;
2021-02-02;1800;2278.547;
2021-02-02;1900;2346.872;
2021-02-02;2000;1208.321;
2021-02-02;2100;554.541;
2021-02-02;2200;126.716;
2021-02-02;2300;-3.254;
2021-02-03;0000;-3.54;
2021-02-03;0100;-3.421;
2021-02-03;0200;-3.534;
2021-02-03;0300;-3.269;
2021-02-03;0400;-3.096;
2021-02-03;0500;-2.768;
2021-02-03;0600;-3.09;
2021-02-03;0700;-3.54;
2021-02-03;0800;-3.328;
2021-02-03;0900;-3.103;
2021-02-03;1000;36.783;
2021-02-03;1100;436.981;
2021-02-03;1200;777.206;
2021-02-03;1300;2487.033;
2021-02-03;1400;3192.159;
2021-02-03;1500;3442.415;
2021-02-03;1600;2653.867;
2021-02-03;1700;1356.358;
2021-02-03;1800;3469.586;
2021-02-03;1900;984.953;
2021-02-03;2000;1375.418;
2021-02-03;2100;913.201;
2021-02-03;2200;125.626;
2021-02-03;2300;-2.153;
2021-02-04;0000;-.286;
2021-02-04;0100;-1.953;
2021-02-04;0200;-2.03;
2021-02-04;0300;-1.376;
2021-02-04;0400;-2.077;
2021-02-04;0500;-2.494;
2021-02-04;0600;-1.653;
2021-02-04;0700;-1.639;
2021-02-04;0800;-1.031;
2021-02-04;0900;-1.487;
2021-02-04;1000;107.448;
2021-02-04;1100;1085.614;
2021-02-04;1200;1254.492;
2021-02-04;1300;1353.482;
2021-02-04;1400;2172.288;
2021-02-04;1500;2660.992;
2021-02-04;1600;3567.905;
2021-02-04;1700;3358.16;
2021-02-04;1800;1672.842;
2021-02-04;1900;1026.231;
2021-02-04;2000;1761.281;
2021-02-04;2100;513.336;
2021-02-04;2200;317.845;
2021-02-04;2300;.268;
2021-02-05;0000;-.63;
2021-02-05;0100;-1.723;
2021-02-05;0200;-1.6;
2021-02-05;0300;-.799;
2021-02-05;0400;-.637;
2021-02-05;0500;-1.158;
2021-02-05;0600;-2.854;
2021-02-05;0700;-2.824;
2021-02-05;0800;-2.403;
2021-02-05;0900;-3.199;
2021-02-05;1000;66.516;
2021-02-05;1100;508.859;
2021-02-05;1200;821.762;
2021-02-05;1300;1440.61;
2021-02-05;1400;2551.893;
2021-02-05;1500;3312.937;
2021-02-05;1600;3225.144;
2021-02-05;1700;3249.049;
2021-02-05;1800;1897.487;
2021-02-05;1900;1703.723;
2021-02-05;2000;1727.806;
2021-02-05;2100;826.435;
2021-02-05;2200;100.981;
2021-02-05;2300;-3.37;
2021-02-06;0000;-3.536;
2021-02-06;0100;-3.334;
2021-02-06;0200;-3.245;
2021-02-06;0300;-3.54;
2021-02-06;0400;-3.296;
2021-02-06;0500;-3.227;
2021-02-06;0600;-2.386;
2021-02-06;0700;-2.579;
2021-02-06;0800;-1.546;
2021-02-06;0900;-1.159;
2021-02-06;1000;44.206;
2021-02-06;1100;319.946;
2021-02-06;1200;546.937;
2021-02-06;1300;179.999;
2021-02-06;1400;123.649;
2021-02-06;1500;211.544;
2021-02-06;1600;306.171;
2021-02-06;1700;546.39;
2021-02-06;1800;556.204;
2021-02-06;1900;768.974;
2021-02-06;2000;1136.766;
2021-02-06;2100;535.348;
2021-02-06;2200;85.293;
2021-02-06;2300;-1.227;
2021-02-07;0000;-.964;
2021-02-07;0100;-.622;
2021-02-07;0200;-.777;
2021-02-07;0300;-1.799;
2021-02-07;0400;-2.091;
2021-02-07;0500;-1.537;
2021-02-07;0600;-1.414;
2021-02-07;0700;-.214;
2021-02-07;0800;-.571;
2021-02-07;0900;-3.024;
2021-02-07;1000;59.241;
2021-02-07;1100;217.757;
2021-02-07;1200;607.673;
2021-02-07;1300;1411.395;
2021-02-07;1400;2266.484;
2021-02-07;1500;3248.616;
2021-02-07;1600;2375.483;
2021-02-07;1700;1531.075;
2021-02-07;1800;413.308;
2021-02-07;1900;211.098;
2021-02-07;2000;265.184;
2021-02-07;2100;121.801;
2021-02-07;2200;17.062;
2021-02-07;2300;-1.273;
2021-02-08;0000;-1.469;
2021-02-08;0100;-1.653;
2021-02-08;0200;-.701;
2021-02-08;0300;-.417;
2021-02-08;0400;-1.102;
2021-02-08;0500;-1.563;
2021-02-08;0600;-1.611;
2021-02-08;0700;-1.642;
2021-02-08;0800;-1.822;
2021-02-08;0900;-.77;
2021-02-08;1000;22.027;
2021-02-08;1100;335.426;
2021-02-08;1200;878.311;
2021-02-08;1300;1321.037;
2021-02-08;1400;2351.859;
2021-02-08;1500;2698.947;
2021-02-08;1600;2159.119;
2021-02-08;1700;1094.756;
2021-02-08;1800;2904.463;
2021-02-08;1900;1158.773;
2021-02-08;2000;716.871;
2021-02-08;2100;535.759;
2021-02-08;2200;54.394;
2021-02-08;2300;-1.555;
2021-02-09;0000;-3.485;
2021-02-09;0100;-3.221;
2021-02-09;0200;-3.169;
2021-02-09;0300;-3.54;
2021-02-09;0400;-3.538;
2021-02-09;0500;-3.53;
2021-02-09;0600;-1.84;
2021-02-09;0700;.519;
2021-02-09;0800;.966;
2021-02-09;0900;-.172;
2021-02-09;1000;47.363;
2021-02-09;1100;245.954;
2021-02-09;1200;470.908;
2021-02-09;1300;669.357;
2021-02-09;1400;1155.633;
2021-02-09;1500;2075.313;
2021-02-09;1600;2299.392;
2021-02-09;1700;2857.103;
2021-02-09;1800;3011.806;
2021-02-09;1900;1895.434;
2021-02-09;2000;986.36;
2021-02-09;2100;276.138;
2021-02-09;2200;233.276;
2021-02-09;2300;-3.053;
2021-02-10;0000;-3.54;
2021-02-10;0100;-2.699;
2021-02-10;0200;-3.528;
2021-02-10;0300;-3.54;
2021-02-10;0400;-2.649;
2021-02-10;0500;-3.421;
2021-02-10;0600;-3.54;
2021-02-10;0700;-3.54;
2021-02-10;0800;-3.54;
2021-02-10;0900;-3.54;
2021-02-10;1000;78.882;
2021-02-10;1100;837.233;
2021-02-10;1200;1766.307;
2021-02-10;1300;2633.431;
2021-02-10;1400;2819.663;
2021-02-10;1500;3614.655;
2021-02-10;1600;3706.031;
2021-02-10;1700;3266.295;
2021-02-10;1800;2689.648;
2021-02-10;1900;1601.268;
2021-02-10;2000;529.259;
2021-02-10;2100;115.689;
2021-02-10;2200;17.551;
2021-02-10;2300;-2.776;
2021-02-11;0000;-3.255;
2021-02-11;0100;-3.417;
2021-02-11;0200;-3.096;
2021-02-11;0300;-3.403;
2021-02-11;0400;-3.055;
2021-02-11;0500;-3.354;
2021-02-11;0600;-3.378;
2021-02-11;0700;-3.296;
2021-02-11;0800;-2.421;
2021-02-11;0900;-3.352;
2021-02-11;1000;45.529;
2021-02-11;1100;607.208;
2021-02-11;1200;1523.947;
2021-02-11;1300;1886.843;
2021-02-11;1400;2190.476;
2021-02-11;1500;2914.595;
2021-02-11;1600;2474.351;
2021-02-11;1700;1785.841;
2021-02-11;1800;2041.823;
2021-02-11;1900;1319.787;
2021-02-11;2000;1599.653;
2021-02-11;2100;429.654;
2021-02-11;2200;125.46;
2021-02-11;2300;-2.504;
2021-02-12;0000;-3.167;
2021-02-12;0100;-2.436;
2021-02-12;0200;-3.199;
2021-02-12;0300;-3.53;
2021-02-12;0400;-3.522;
2021-02-12;0500;-2.761;
2021-02-12;0600;-3.253;
2021-02-12;0700;-3.455;
2021-02-12;0800;-3.54;
2021-02-12;0900;-3.538;
2021-02-12;1000;14.425;
2021-02-12;1100;205.987;
2021-02-12;1200;208.84;
2021-02-12;1300;1098.507;
2021-02-12;1400;1853.816;
2021-02-12;1500;1456.688;
2021-02-12;1600;867.728;
2021-02-12;1700;210.488;
2021-02-12;1800;539.318;
2021-02-12;1900;235.304;
2021-02-12;2000;68.114;
2021-02-12;2100;65.557;
2021-02-12;2200;23.633;
2021-02-12;2300;-1.634;
2021-02-13;0000;-1.726;
2021-02-13;0100;-.69;
2021-02-13;0200;-1.873;
2021-02-13;0300;-2.152;
2021-02-13;0400;-2.127;
2021-02-13;0500;-1.89;
2021-02-13;0600;-2.342;
2021-02-13;0700;-2.507;
2021-02-13;0800;-2.702;
2021-02-13;0900;-2.71;
2021-02-13;1000;32.645;
2021-02-13;1100;364.961;
2021-02-13;1200;1148.72;
2021-02-13;1300;1821.642;
2021-02-13;1400;2205.823;
2021-02-13;1500;935.19;
2021-02-13;1600;902.609;
2021-02-13;1700;2217.191;
2021-02-13;1800;613.828;
2021-02-13;1900;101.917;
2021-02-13;2000;47.445;
2021-02-13;2100;162.696;
2021-02-13;2200;216.06;
2021-02-13;2300;-2.457;
2021-02-14;0000;-3.144;
2021-02-14;0100;-3.52;
2021-02-14;0200;-2.731;
2021-02-14;0300;-3.058;
2021-02-14;0400;-1.652;
2021-02-14;0500;-1.436;
2021-02-14;0600;-1.482;
2021-02-14;0700;-2.087;
2021-02-14;0800;-3.341;
2021-02-14;0900;-3.093;
2021-02-14;1000;58.264;
2021-02-14;1100;482.107;
2021-02-14;1200;756.353;
2021-02-14;1300;847.291;
2021-02-14;1400;1222.165;
2021-02-14;1500;2644.217;
2021-02-14;1600;896.608;
2021-02-14;1700;2884.031;
2021-02-14;1800;2938.932;
2021-02-14;1900;1499.514;
2021-02-14;2000;1105.906;
2021-02-14;2100;666.012;
2021-02-14;2200;95.591;
2021-02-14;2300;-1.616;
2021-02-15;0000;-1.182;
2021-02-15;0100;-2.26;
2021-02-15;0200;-1.311;
2021-02-15;0300;-.042;
2021-02-15;0400;-.703;
2021-02-15;0500;-1.339;
2021-02-15;0600;-1.328;
2021-02-15;0700;-2.177;
2021-02-15;0800;-1.62;
2021-02-15;0900;-2.52;
2021-02-15;1000;17.155;
2021-02-15;1100;514.075;
2021-02-15;1200;1486.084;
2021-02-15;1300;2601.526;
2021-02-15;1400;1795.851;
2021-02-15;1500;2933.036;
2021-02-15;1600;3170.925;
2021-02-15;1700;3267.502;
2021-02-15;1800;2641.871;
2021-02-15;1900;1238.747;
2021-02-15;2000;1004.179;
2021-02-15;2100;419.708;
2021-02-15;2200;130.51;
2021-02-15;2300;-.69;
2021-02-16;0000;-3.54;
2021-02-16;0100;-3.186;
2021-02-16;0200;-2.397;
2021-02-16;0300;-2.493;
2021-02-16;0400;-3.528;
2021-02-16;0500;-3.233;
2021-02-16;0600;-3.183;
2021-02-16;0700;-1.931;
2021-02-16;0800;-3.302;
2021-02-16;0900;-2.465;
2021-02-16;1000;33.741;
2021-02-16;1100;227.83;
2021-02-16;1200;606.414;
2021-02-16;1300;1389.102;
2021-02-16;1400;1628.231;
2021-02-16;1500;2526.05;
2021-02-16;1600;2840.088;
2021-02-16;1700;2188.167;
2021-02-16;1800;2046.789;
2021-02-16;1900;522.437;
2021-02-16;2000;1227.077;
2021-02-16;2100;209.803;
2021-02-16;2200;30.954;
2021-02-16;2300;.23;
2021-02-17;0000;-1.093;
2021-02-17;0100;-3.081;
2021-02-17;0200;-3.53;
2021-02-17;0300;-3.209;
2021-02-17;0400;-2.954;
2021-02-17;0500;-2.843;
2021-02-17;0600;-2.122;
2021-02-17;0700;-2.102;
2021-02-17;0800;-1.614;
2021-02-17;0900;-2.626;
2021-02-17;1000;35.5;
2021-02-17;1100;404.608;
2021-02-17;1200;1111.029;
2021-02-17;1300;1914.027;
2021-02-17;1400;3148.324;
2021-02-17;1500;3850.784;
2021-02-17;1600;1949.819;
2021-02-17;1700;550.297;
2021-02-17;1800;978.387;
2021-02-17;1900;529.41;
2021-02-17;2000;662.876;
2021-02-17;2100;358.778;
2021-02-17;2200;14.341;
2021-02-17;2300;-1.573;
2021-02-18;0000;-2.663;
2021-02-18;0100;-.915;
2021-02-18;0200;-1.689;
2021-02-18;0300;-2.374;
2021-02-18;0400;-2.396;
2021-02-18;0500;-2.502;
2021-02-18;0600;-3.122;
2021-02-18;0700;-3.127;
2021-02-18;0800;-2.601;
2021-02-18;0900;-2.156;
2021-02-18;1000;13.622;
2021-02-18;1100;450.728;
2021-02-18;1200;1073.117;
2021-02-18;1300;2012.946;
2021-02-18;1400;2580.655;
2021-02-18;1500;1864.991;
2021-02-18;1600;2643.491;
2021-02-18;1700;1524.775;
2021-02-18;1800;820.153;
2021-02-18;1900;1200.494;
